1,86.4
2,104.8
4,96.5
5,85.3
6,115.4
8,101.9
9,106.1
10,98.8
11,116.1
12,100.6
13,93
15,118.1
16,92.5
17,98.1
18,89.3
19,89.2
20,90
21,87.8
22,89.1
23,100
24,108.4
25,109.7
26,92.4
27,97.5
28,86
29,88.8
30,93.3
31,89.5
32,97.5
33,106
34,115.2
35,91.1
36,116.4
37,91.8
38,90.6
39,88.4
40,88.4
41,101.1
42,97.5
44,99.3
45,91.1
46,87.9
47,89.9
48,96.8
49,96.6
50,103
51,102
53,107.8
54,87.8
55,91.9
56,92.7
