NHHINC,HFIN_YN,HPRES_MORT,HDIV_YN,NHUNDER18,HINT_YN,NRPP
0.487804878,2,0,2,0.3,3,0.863674852
0.853658537,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.707317073,2,1,2,0,0,0.863674852
0.609756098,2,1,2,0,0,0.863674852
0.609756098,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.4,4,0.863674852
0.243902439,2,1,2,0,0,0.863674852
0.341463415,2,0,2,0.2,2,0.863674852
0.317073171,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,1,1,0.4,4,0.863674852
1,2,2,1,0.2,2,0.863674852
0.512195122,2,0,2,0.2,2,0.863674852
1,2,0,1,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0.463414634,2,0,2,0,0,0.863674852
0.682926829,2,2,1,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,1,0,0,0.863674852
0.365853659,2,0,2,0,0,0.863674852
0.585365854,2,2,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.073170732,2,0,2,0.2,2,0.863674852
1,2,2,1,0.3,3,0.863674852
0.487804878,2,0,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0.195121951,1,2,2,0,0,0.863674852
0.219512195,2,0,2,0.2,2,0.863674852
1,2,2,1,0,0,0.863674852
0.463414634,2,0,2,0,0,0.863674852
0.390243902,2,2,2,0,0,0.863674852
0.414634146,2,0,2,0.3,3,0.863674852
1,2,2,1,0,0,0.863674852
0.853658537,2,0,2,0,0,0.863674852
0.853658537,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0.024390244,2,0,2,0,0,0.863674852
0.585365854,2,0,2,0,0,0.863674852
0.097560976,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.268292683,2,2,1,0,0,0.863674852
0.12195122,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0.658536585,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0.853658537,2,1,2,0.2,2,0.863674852
1,2,2,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.56097561,2,1,2,0.2,2,0.863674852
1,2,0,2,0,0,0.863674852
0.170731707,2,2,1,0,0,0.863674852
0.731707317,2,1,1,0.1,1,0.863674852
0.853658537,2,2,1,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,2,2,0,0,0.863674852
0.390243902,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,0,2,0.2,2,0.863674852
1,2,2,2,0.1,1,0.863674852
0.146341463,2,2,2,0,0,0.863674852
0.317073171,2,1,2,0,0,0.863674852
0.292682927,2,0,2,0.3,3,0.863674852
0.073170732,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,2,2,0,0,0.863674852
0.341463415,2,1,2,0.2,2,0.863674852
0.56097561,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.512195122,2,0,2,0,0,0.863674852
0.682926829,2,2,2,0.2,2,0.863674852
0.170731707,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.12195122,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.12195122,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.024390244,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.975609756,2,1,2,0.1,1,0.863674852
1,2,0,2,0,0,0.863674852
0.317073171,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.804878049,2,1,2,0,0,0.863674852
0.341463415,2,0,2,0,0,0.863674852
0.487804878,2,2,2,0.1,1,0.863674852
0.902439024,2,2,2,0,0,0.863674852
0.585365854,2,0,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.268292683,2,0,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.219512195,2,0,2,0,0,0.863674852
0.12195122,2,2,2,0,0,0.863674852
0.268292683,2,2,2,0,0,0.863674852
0.390243902,2,2,2,0,0,0.863674852
0.487804878,2,0,2,0,0,0.863674852
0.56097561,2,1,2,0,0,0.863674852
0.219512195,2,2,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.56097561,2,1,2,0,0,0.863674852
1,2,2,2,0,0,0.863674852
0.536585366,2,1,2,0,0,0.863674852
0.463414634,2,2,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.56097561,2,2,1,0,0,0.863674852
0.219512195,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.585365854,2,2,2,0,0,0.863674852
0.512195122,2,2,2,0,0,0.863674852
0.292682927,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.536585366,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.902439024,2,0,2,0,0,0.863674852
1,2,1,1,0.2,2,0.863674852
1,2,1,2,0.1,1,0.863674852
0.170731707,2,2,2,0.3,3,0.863674852
0,0,0,0,0,0,0.863674852
1,2,2,2,0.1,1,0.863674852
0.195121951,2,0,2,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.731707317,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.341463415,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.268292683,2,0,2,0.3,3,0.863674852
0.317073171,2,1,2,0,0,0.863674852
0.756097561,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.341463415,2,2,2,0.1,1,0.863674852
0.219512195,2,0,2,0,0,0.863674852
0.219512195,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.170731707,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.804878049,2,1,2,0.2,2,0.863674852
1,2,1,2,0.1,1,0.863674852
0.12195122,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.609756098,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.43902439,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
0.87804878,2,0,2,0.3,3,0.863674852
0.073170732,2,0,2,0,0,0.863674852
0.682926829,2,1,2,0,0,0.863674852
1,2,2,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.12195122,2,2,2,0,0,0.863674852
0.073170732,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,2,2,0,0,0.863674852
0.926829268,2,2,2,0,0,0.863674852
0.341463415,2,1,2,0.1,1,0.863674852
0.390243902,2,1,1,0,0,0.863674852
0.780487805,2,1,1,0,0,0.863674852
0.341463415,2,0,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.682926829,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.4,4,0.863674852
1,2,1,2,0.3,3,0.863674852
0.585365854,2,1,1,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.024390244,2,0,2,0,0,0.863674852
0.804878049,2,0,2,0.2,2,0.863674852
1,2,1,1,0.2,2,0.863674852
0.146341463,2,0,2,0.1,1,0.863674852
0.536585366,2,1,1,0.2,2,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.390243902,2,2,2,0,0,0.863674852
0.341463415,2,0,1,0,0,0.863674852
0.243902439,2,1,2,0.1,1,0.863674852
0.707317073,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.902439024,2,2,2,0,0,0.863674852
0.951219512,2,1,2,0,0,0.863674852
0.975609756,2,1,2,0,0,0.863674852
0.097560976,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.56097561,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
1,2,2,1,0.3,3,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.1,1,0.863674852
0.268292683,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.853658537,2,0,2,0.1,1,0.863674852
0.219512195,2,1,2,0.2,2,0.863674852
0.804878049,2,1,2,0.2,2,0.863674852
0.097560976,2,0,2,0.1,1,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0.12195122,2,2,2,0,0,0.863674852
0.780487805,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,2,1,0,0,0.863674852
1,2,0,2,0.2,2,0.863674852
0.365853659,2,0,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.609756098,2,0,2,0,0,0.863674852
0.219512195,2,1,2,0,0,0.863674852
0.243902439,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.756097561,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.219512195,2,0,2,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0.048780488,2,0,2,0,0,0.863674852
1,2,1,1,0.1,1,0.863674852
1,2,0,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.804878049,2,0,1,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.609756098,2,1,1,0,0,0.863674852
0.073170732,2,0,2,0,0,0.863674852
0.292682927,2,0,2,0,0,0.863674852
0.658536585,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.317073171,2,0,2,0,0,0.863674852
0.292682927,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.365853659,2,2,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.463414634,2,2,2,0.1,1,0.863674852
0.414634146,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,2,0.1,1,0.863674852
0.317073171,2,0,2,0.1,1,0.863674852
0.87804878,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.12195122,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.365853659,2,2,2,0,0,0.863674852
0.365853659,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.780487805,2,0,2,0,0,0.863674852
0.804878049,2,1,2,0.1,1,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.024390244,2,0,2,0,0,0.863674852
0.195121951,2,0,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.146341463,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.073170732,2,0,2,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.951219512,2,1,2,0,0,0.863674852
0.317073171,2,0,2,0,0,0.863674852
0.317073171,2,0,2,0,0,0.863674852
0.317073171,2,0,2,0.2,2,0.863674852
0.487804878,2,0,2,0.4,4,0.863674852
0.512195122,2,1,2,0.1,1,0.863674852
0.780487805,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.56097561,2,1,2,0,0,0.863674852
0.780487805,2,1,2,0,0,0.863674852
0.609756098,2,1,2,0.1,1,0.863674852
0.951219512,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0.731707317,2,1,2,0,0,0.863674852
0.170731707,2,0,2,0,0,0.863674852
0.170731707,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.634146341,2,0,2,0,0,0.863674852
0.756097561,2,1,2,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
0.658536585,2,1,2,0,0,0.863674852
0.951219512,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.097560976,2,0,2,0,0,0.863674852
0.512195122,2,2,2,0.4,4,0.863674852
0,0,0,0,0,0,0.863674852
0.487804878,2,1,2,0.2,2,0.863674852
0.682926829,2,0,2,0.1,1,0.863674852
0.536585366,2,0,2,0.1,1,0.863674852
1,2,1,1,0.4,4,0.863674852
1,2,1,1,0.1,1,0.863674852
0.853658537,2,1,2,0.3,3,0.863674852
0.073170732,1,0,2,0,0,0.863674852
0.195121951,2,0,2,0,0,0.863674852
0.365853659,2,0,2,0,0,0.863674852
0.536585366,2,1,2,0,0,0.863674852
0.43902439,2,1,2,0.2,2,0.863674852
1,2,2,2,0.1,1,0.863674852
0.146341463,2,0,2,0.2,2,0.863674852
0.073170732,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.707317073,2,1,2,0.1,1,0.863674852
0.56097561,2,0,2,0,0,0.863674852
0.43902439,2,0,2,0,0,0.863674852
0.341463415,2,0,2,0,0,0.863674852
0.536585366,2,1,2,0.1,1,0.863674852
0.365853659,2,2,2,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.951219512,2,1,1,0,0,0.863674852
0.097560976,2,0,2,0,0,0.863674852
0.146341463,2,0,2,0,0,0.863674852
0.12195122,2,0,2,0,0,0.863674852
0.390243902,2,1,1,0,0,0.863674852
0.902439024,2,0,2,0,0,0.863674852
1,2,1,2,0.3,3,0.863674852
0.87804878,2,0,2,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.902439024,2,1,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.756097561,2,1,2,0.2,2,0.863674852
0.536585366,2,0,2,0.1,1,0.863674852
1,2,1,1,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.829268293,2,1,2,0.1,1,0.863674852
0.682926829,2,1,1,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.024390244,2,2,2,0,0,0.863674852
0.243902439,2,1,2,0,0,0.863674852
0.414634146,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.390243902,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.146341463,2,0,1,0,0,0.863674852
0.975609756,2,1,2,0,0,0.863674852
1,2,2,1,0,0,0.863674852
0.219512195,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.268292683,2,1,2,0,0,0.863674852
0.780487805,2,0,2,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
0.926829268,2,1,2,0.2,2,0.863674852
0.951219512,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0.3,3,0.863674852
1,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.536585366,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,0,2,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,2,1,0,0,0.863674852
0.317073171,2,2,2,0,0,0.863674852
0.87804878,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.3,3,0.863674852
1,2,1,1,0,0,0.863674852
0.634146341,2,0,2,0,0,0.863674852
0.658536585,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0.1,1,0.863674852
0.634146341,2,0,2,0,0,0.863674852
0.56097561,2,0,2,0,0,0.863674852
0.756097561,2,1,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
0.365853659,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.756097561,2,0,2,0,0,0.863674852
1,2,2,1,0,0,0.863674852
0.12195122,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.780487805,2,1,2,0,0,0.863674852
0.926829268,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.707317073,1,0,2,0,0,0.863674852
0.463414634,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.707317073,2,0,2,0.2,2,0.863674852
1,2,1,2,0.1,1,0.863674852
1,2,2,2,0.1,1,0.863674852
1,2,1,1,0.3,3,0.863674852
0,0,0,0,0,0,0.863674852
0.341463415,2,1,1,0.1,1,0.863674852
0.853658537,2,1,2,0.1,1,0.863674852
1,2,1,1,0.1,1,0.863674852
0.902439024,2,0,2,0.1,1,0.863674852
1,2,0,2,0.2,2,0.863674852
0.536585366,2,0,2,0,0,0.863674852
0.56097561,2,0,2,0,0,0.863674852
1,2,0,2,0.2,2,0.863674852
0.536585366,2,0,2,0.2,2,0.863674852
0.804878049,2,1,2,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,1,2,0.1,1,0.863674852
0.902439024,2,0,2,0,0,0.863674852
0.926829268,2,2,1,0.2,2,0.863674852
1,2,1,2,0,0,0.863674852
1,2,2,1,0.1,1,0.863674852
0.682926829,2,1,2,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,1,2,0.1,1,0.863674852
0.390243902,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0.365853659,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.658536585,2,0,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,0,1,0,0,0.863674852
0.365853659,2,2,1,0,0,0.863674852
0.926829268,2,0,1,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
1,2,2,2,0,0,0.863674852
1,2,2,2,0.2,2,0.863674852
1,2,0,2,0,0,0.863674852
1,2,0,1,0,0,0.863674852
0.317073171,2,0,2,0.1,1,0.863674852
0.853658537,2,1,2,0,0,0.863674852
0.463414634,2,0,2,0,0,0.863674852
0.463414634,2,0,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.609756098,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.756097561,2,1,2,0,0,0.863674852
0.097560976,2,0,2,0,0,0.863674852
0.829268293,2,0,2,0,0,0.863674852
0.463414634,2,0,2,0.3,3,0.863674852
0.048780488,2,0,2,0,0,0.863674852
0.463414634,2,0,2,0,0,0.863674852
0.804878049,2,1,1,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0.195121951,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,0,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.536585366,1,0,2,0,0,0.863674852
1,2,0,1,0.1,1,0.863674852
1,2,0,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,1,0,0,0.863674852
1,2,0,2,0.1,1,0.863674852
1,2,1,2,0.4,4,0.863674852
0,0,0,0,0,0,0.863674852
0.43902439,2,0,2,0,0,0.863674852
0.268292683,2,0,2,0.1,1,0.863674852
0.219512195,2,0,2,0.1,1,0.863674852
0.707317073,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.853658537,2,0,2,0.1,1,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0.3,3,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.3,3,0.863674852
0.634146341,2,2,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,0,1,0.1,1,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
1,2,0,1,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.3,3,0.863674852
1,2,2,1,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.585365854,2,0,2,0,0,0.863674852
0.219512195,2,0,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0.3,3,0.863674852
1,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,1,0.2,2,0.863674852
1,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.951219512,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,1,0.1,1,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,1,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,0,1,0.3,3,0.863674852
0.87804878,2,1,2,0.2,2,0.863674852
1,2,1,1,0,0,0.863674852
0.146341463,2,2,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.390243902,2,0,2,0.1,1,0.863674852
1,2,2,1,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0.512195122,1,0,2,0.1,1,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,1,0.3,3,0.863674852
1,2,0,1,0.2,2,0.863674852
0.658536585,2,0,2,0,0,0.863674852
0.024390244,1,0,2,0,0,0.863674852
1,2,2,1,0,0,0.863674852
1,2,2,2,0,0,0.863674852
1,2,1,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.317073171,2,1,1,0,0,0.863674852
1,2,2,1,0,0,0.863674852
0.902439024,2,0,2,0,0,0.863674852
1,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.341463415,2,1,2,0,0,0.863674852
0.658536585,2,0,2,0.1,1,0.863674852
1,2,1,2,0.2,2,0.863674852
0.414634146,2,0,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
0.780487805,2,0,1,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,1,1,0,0,0.863674852
1,2,1,2,0.2,2,0.863674852
0,0,0,0,0,0,0.863674852
0.390243902,2,1,2,0,0,0.863674852
0.585365854,2,0,2,0,0,0.863674852
1,2,0,1,0.1,1,0.863674852
0.609756098,2,1,2,0,0,0.863674852
0.12195122,2,0,2,0,0,0.863674852
0.902439024,2,0,2,0,0,0.863674852
1,2,1,1,0.2,2,0.863674852
0.951219512,2,1,1,0,0,0.863674852
0.731707317,2,2,2,0,0,0.863674852
0.487804878,2,0,2,0.3,3,0.863674852
1,2,1,2,0,0,0.863674852
1,2,0,2,0.1,1,0.863674852
0.073170732,2,0,2,0,0,0.863674852
1,2,1,2,0,0,0.863674852
0.390243902,2,0,1,0,0,0.863674852
1,2,0,1,0,0,0.863674852
0.658536585,2,2,2,0,0,0.863674852
1,2,2,2,0.1,1,0.863674852
1,2,2,2,0,0,0.863674852
0,0,0,0,0,0,0.863674852
1,2,2,2,0,0,0.863674852
